id,timestamp,value,,sensors,min,max,count,sum,average
sensor-A,1710000013112,61.23,,sensor-A,1710000002154,1710000499648,468,24384.19,52.10297009
sensor-A,1710000013112,-16.52,,sensor-B,1710000001151,1710000499536,487,23419.89,48.0901232
sensor-A,1710000354785,61.1,,sensor-C,1710000002959,1710000498094,455,21843.81,48.00837363
sensor-A,1710000354785,-36.96,,sensor-D,1710000002447,1710000499038,465,24065.26,51.75324731
sensor-A,1710000354785,13.29,,,,,,,
sensor-A,1710000354785,-45.53,,,,,,,
sensor-B,1710000121981,25.8,,,,,,,
sensor-B,1710000121981,34.19,,,,,,,
sensor-D,1710000115574,17.38,,,,,,,
sensor-D,1710000115574,71.41,,,,,,,
sensor-D,1710000115574,-49.03,,,,,,,
sensor-B,1710000366026,13.39,,,,,,,
sensor-B,1710000366026,-26.68,,,,,,,
sensor-B,1710000366026,93.58,,,,,,,
sensor-C,1710000053587,-36.09,,,,,,,
sensor-C,1710000053587,3.85,,,,,,,
sensor-C,1710000316526,-10.32,,,,,,,
sensor-C,1710000316526,59.46,,,,,,,
sensor-A,1710000483548,6.78,,,,,,,
sensor-A,1710000483548,-6.02,,,,,,,
sensor-A,1710000483548,44.3,,,,,,,
sensor-A,1710000483548,82.82,,,,,,,
sensor-C,1710000302698,-21.16,,,,,,,
sensor-C,1710000302698,-43.13,,,,,,,
sensor-B,1710000405310,-6.59,,,,,,,
sensor-B,1710000405310,78.3,,,,,,,
sensor-A,1710000199295,-8.3,,,,,,,
sensor-A,1710000199295,75.12,,,,,,,
sensor-A,1710000199295,-25.6,,,,,,,
sensor-A,1710000199295,3.29,,,,,,,
sensor-C,1710000367955,90.5,,,,,,,
sensor-C,1710000367955,-39.29,,,,,,,
sensor-C,1710000367955,45.25,,,,,,,
sensor-C,1710000367955,30.12,,,,,,,
sensor-B,1710000085669,19.34,,,,,,,
sensor-B,1710000085669,98.43,,,,,,,
sensor-B,1710000085669,46,,,,,,,
sensor-B,1710000358935,-1.36,,,,,,,
sensor-B,1710000358935,-15.64,,,,,,,
sensor-A,1710000422075,-2.68,,,,,,,
sensor-A,1710000422075,-40.07,,,,,,,
sensor-A,1710000422075,86.97,,,,,,,
sensor-C,1710000111477,48.32,,,,,,,
sensor-C,1710000111477,82.7,,,,,,,
sensor-C,1710000111477,46.43,,,,,,,
sensor-B,1710000138873,-29.06,,,,,,,
sensor-B,1710000138873,34.21,,,,,,,
sensor-B,1710000138873,-10.59,,,,,,,
sensor-B,1710000138873,37.69,,,,,,,
sensor-D,1710000189790,-17.1,,,,,,,
sensor-D,1710000189790,26.43,,,,,,,
sensor-A,1710000396247,-42.93,,,,,,,
sensor-A,1710000396247,-27.07,,,,,,,
sensor-B,1710000415277,52.07,,,,,,,
sensor-B,1710000415277,-40.47,,,,,,,
sensor-B,1710000415277,7.24,,,,,,,
sensor-B,1710000415277,99.42,,,,,,,
